symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
PDE8B	0.039624	4.9838	0.37502	0.71675	0.83286	-6.907
RP11-429B14.4	-0.037714	4.9599	-0.37482	0.71689	0.83288	-6.9071
COX20	0.043819	5.1222	0.37473	0.71696	0.83288	-6.9072
PLAU	-0.12276	7.5301	-0.37408	0.71743	0.83331	-6.9074
S100A11	-0.042373	11.082	-0.37387	0.71758	0.83337	-6.9075
IL13	0.044032	6.2468	0.37263	0.71847	0.83425	-6.908
AGFG2	0.040937	6.4439	0.37254	0.71853	0.83425	-6.9081
ATP1B1	0.12061	9.8905	0.37224	0.71875	0.83439	-6.9082
PCDHB11	0.032765	2.9956	0.37195	0.71896	0.83452	-6.9083
WFDC8	0.028762	5.2177	0.37167	0.71916	0.83464	-6.9084
FXYD1	-0.035949	6.2664	-0.37089	0.71972	0.83519	-6.9087
MELK	0.027957	2.3669	0.37047	0.72002	0.83534	-6.9089
ANK3	0.030764	3.3559	0.37043	0.72005	0.83534	-6.9089
CLIC2	0.20886	5.6225	0.37001	0.72035	0.83557	-6.9091
PCOLCE	-0.036413	6.324	-0.3698	0.7205	0.83564	-6.9092
KIF20B	-0.053356	3.1324	-0.3696	0.72064	0.83569	-6.9092
RCN2	-0.086111	3.2506	-0.36937	0.72081	0.83577	-6.9093
DPYS	0.039394	4.8337	0.36796	0.72182	0.83683	-6.9099
RABL3	-0.050546	5.0614	-0.36758	0.72209	0.83684	-6.9101
OR2B6	0.031375	5.2469	0.36742	0.72221	0.83684	-6.9101
NUP188	-0.067689	8.1601	-0.36717	0.72239	0.83684	-6.9102
PARK7	0.075341	9.3617	0.36714	0.72241	0.83684	-6.9102
SH3GL2	0.046731	2.8764	0.36703	0.72249	0.83684	-6.9103
AQP4	-0.041816	3.1751	-0.36699	0.72252	0.83684	-6.9103
SOX15	-0.044464	5.8964	-0.36683	0.72264	0.83684	-6.9104
RALGPS1	0.04942	3.9239	0.36683	0.72264	0.83684	-6.9104
IQSEC1	-0.071793	6.8253	-0.36662	0.72279	0.83684	-6.9104
CDC37	-0.059175	8.333	-0.36661	0.72279	0.83684	-6.9104
RNF113A	0.053745	6.6279	0.36606	0.72319	0.83719	-6.9107
PKN2	-0.067865	5.7666	-0.36589	0.72331	0.83721	-6.9107
PCSK5	-0.033525	4.7788	-0.3656	0.72352	0.83732	-6.9108
RWDD2A	0.028727	2.9216	0.36549	0.7236	0.83732	-6.9109
CREB3L2	-0.10174	7.6946	-0.36522	0.72379	0.83732	-6.911
PACSIN2	0.11424	6.3144	0.36519	0.72382	0.83732	-6.911
HTR2A	0.033076	4.7836	0.36509	0.72389	0.83732	-6.911
LILRA2	0.1261	6.6064	0.36489	0.72403	0.83737	-6.9111
DMBT1	0.031277	7.6761	0.36471	0.72416	0.83741	-6.9112
CHST7	0.15628	6.6754	0.3643	0.72445	0.83757	-6.9114
SGMS1	-0.11135	6.4952	-0.36424	0.7245	0.83757	-6.9114
PDZK1IP1	0.035871	6.0647	0.36411	0.72459	0.83757	-6.9114
RDH16	-0.052242	5.7354	-0.36384	0.72479	0.83761	-6.9115
SPATA31C2	-0.036576	3.1222	-0.36369	0.7249	0.83761	-6.9116
GRIN2C	-0.046339	5.9296	-0.36357	0.72498	0.83761	-6.9117
FMO2	0.03574	2.6652	0.36352	0.72502	0.83761	-6.9117
CBLN1	-0.043458	4.5953	-0.36316	0.72528	0.83766	-6.9118
LOXL1	-0.040041	3.0175	-0.36308	0.72533	0.83766	-6.9118
MYL9	-0.044226	5.3112	-0.36306	0.72535	0.83766	-6.9119
C11orf58	0.087956	6.8873	0.36266	0.72564	0.83788	-6.912
PIAS2	0.045168	5.1191	0.36245	0.72579	0.83794	-6.9121
ST6GALNAC4	-0.053184	7.1004	-0.36228	0.72591	0.83797	-6.9122
APOBEC3G	0.059235	4.5811	0.3621	0.72604	0.83801	-6.9122
ZNF154	-0.04271	2.8793	-0.36181	0.72625	0.83802	-6.9123
ALPI	-0.060358	5.9663	-0.36177	0.72628	0.83802	-6.9124
MAL	0.030007	7.0691	0.36168	0.72634	0.83802	-6.9124
PLA2G4C	-0.045289	6.2013	-0.36104	0.72681	0.83841	-6.9127
MOB1A	-0.052973	9.2184	-0.36081	0.72697	0.83841	-6.9127
SETD2	0.042946	6.9942	0.3608	0.72698	0.83841	-6.9127
SC5D	0.11037	6.0709	0.35922	0.72812	0.8396	-6.9134
HHLA1	-0.043294	5.8155	-0.35902	0.72826	0.8396	-6.9134
PTPRD	0.033182	2.825	0.35897	0.7283	0.8396	-6.9135
ADH1A	0.031407	4.0295	0.35869	0.7285	0.83965	-6.9136
KIAA0125	0.034325	3.6815	0.35857	0.72858	0.83965	-6.9136
PRSS53	-0.04553	6.9031	-0.35851	0.72863	0.83965	-6.9136
TNP1	0.055788	5.0891	0.35807	0.72895	0.83985	-6.9138
AEBP1	-0.047166	5.2291	-0.358	0.729	0.83985	-6.9138
SDC2	-0.16428	6.0505	-0.3575	0.72936	0.84015	-6.914
NFKBIE	0.11852	7.3541	0.35713	0.72963	0.84031	-6.9142
PRKCG	-0.038594	6.2134	-0.35704	0.72969	0.84031	-6.9142
ABCD2	-0.0364	2.3707	-0.3557	0.73066	0.84131	-6.9147
CCT6B	0.03665	3.8357	0.35541	0.73087	0.8414	-6.9148
COL4A5	-0.033365	2.7647	-0.35532	0.73093	0.8414	-6.9149
BUB1	0.036848	2.7213	0.35328	0.73241	0.84299	-6.9157
G6PC	0.059816	2.1882	0.35301	0.7326	0.843	-6.9158
SYN3	0.037449	5.6566	0.35299	0.73262	0.843	-6.9158
PAX7	-0.040838	6.64	-0.35219	0.7332	0.84356	-6.9161
C1orf61	0.029021	5.9419	0.35153	0.73368	0.844	-6.9163
SRPK2	-0.11106	4.7092	-0.35125	0.73388	0.84412	-6.9165
ATP6V0E1	0.025758	6.7665	0.35046	0.73445	0.84462	-6.9168
GRK1	-0.041822	5.8831	-0.35038	0.73451	0.84462	-6.9168
SOX2	0.049432	6.3777	0.35024	0.73461	0.84462	-6.9168
WASL	0.041148	4.5533	0.34825	0.73605	0.84602	-6.9176
MRS2	-0.043071	3.7368	-0.34814	0.73613	0.84602	-6.9176
NDUFB6	-0.040484	3.0224	-0.34799	0.73624	0.84602	-6.9177
CD6	0.028488	6.6134	0.34797	0.73625	0.84602	-6.9177
CDC42EP2	0.03765	5.326	0.34788	0.73632	0.84602	-6.9177
ZBTB6	0.044678	3.6492	0.34767	0.73647	0.84608	-6.9178
TNIK	0.039338	5.001	0.34715	0.73685	0.84632	-6.918
PTTG2	0.029132	2.8977	0.3469	0.73703	0.84632	-6.9181
TRIM37	0.07286	6.6441	0.34686	0.73706	0.84632	-6.9181
RNASE3	0.037133	4.4916	0.34685	0.73707	0.84632	-6.9181
SMAD7	0.13375	6.2137	0.3451	0.73833	0.84766	-6.9188
DOCK4	-0.13282	8.4811	-0.3447	0.73863	0.84776	-6.9189
DCAF4	0.033616	2.4684	0.3446	0.73869	0.84776	-6.919
HAO1	-0.032133	5.5948	-0.34454	0.73874	0.84776	-6.919
POLG2	0.046382	4.5321	0.34444	0.73882	0.84776	-6.919
EPHA5	0.046719	3.7104	0.34382	0.73927	0.84807	-6.9193
RPLP0	0.045787	10.946	0.34366	0.73938	0.84807	-6.9193
CAND1	0.05922	4.6608	0.34351	0.73949	0.84807	-6.9194
ZZZ3	-0.084107	6.213	-0.34344	0.73954	0.84807	-6.9194
DHX8	0.031713	6.5465	0.34332	0.73962	0.84807	-6.9195
ABCB11	-0.029437	3.6181	-0.34324	0.73968	0.84807	-6.9195
CELP	0.039961	6.8599	0.34307	0.73981	0.84807	-6.9196
PRSS3	0.025458	3.8313	0.34297	0.73988	0.84807	-6.9196
PLEKHB2	-0.066833	7.6228	-0.34277	0.74002	0.84813	-6.9197
SLIT2	0.03989	5.4151	0.3422	0.74044	0.84849	-6.9199
DOPEY1	0.027816	5.2522	0.34186	0.74069	0.84866	-6.92
CSE1L	0.093018	6.1091	0.34117	0.74119	0.84913	-6.9203
TPO	-0.032362	4.4478	-0.34067	0.74155	0.84943	-6.9205
AK2	-0.030902	6.7656	-0.34053	0.74165	0.84943	-6.9205
TERF1	-0.056797	3.7975	-0.33967	0.74227	0.85003	-6.9208
PEG10	0.036071	2.4651	0.33925	0.74258	0.8502	-6.921
MC1R	0.037801	6.2992	0.3392	0.74262	0.8502	-6.921
TP53BP1	0.029498	6.5861	0.33887	0.74286	0.85036	-6.9211
DNAJB6	-0.12686	7.8796	-0.33865	0.74302	0.85043	-6.9212
SHMT2	0.066356	6.0501	0.33758	0.7438	0.85096	-6.9216
CSHL1	0.051816	6.4785	0.33756	0.74381	0.85096	-6.9216
PDE6C	-0.039174	3.5341	-0.33751	0.74385	0.85096	-6.9216
PLCG1	-0.028467	5.7169	-0.33735	0.74397	0.85096	-6.9217
KANK3	0.038178	6.9238	0.33727	0.74402	0.85096	-6.9217
CHN1	0.036347	4.1802	0.33721	0.74407	0.85096	-6.9217
CDC123	-0.043143	7.1138	-0.33705	0.74418	0.85097	-6.9218
SMAD2	0.046929	7.2735	0.33657	0.74453	0.85126	-6.922
SLN	-0.032752	6.1883	-0.33635	0.74469	0.85127	-6.922
SDC1	0.031265	7.3768	0.33613	0.74485	0.85127	-6.9221
TM9SF2	0.060178	7.6407	0.33595	0.74498	0.85127	-6.9222
HTR6	0.03714	7.0975	0.33588	0.74503	0.85127	-6.9222
SSTR5	-0.036311	6.4827	-0.33588	0.74504	0.85127	-6.9222
ZNF134	0.032827	5.9412	0.33489	0.74575	0.85198	-6.9226
RAB11A	-0.095559	6.426	-0.33453	0.74601	0.85212	-6.9227
PPEF2	0.026427	2.7903	0.33446	0.74607	0.85212	-6.9227
KRT81	-0.032434	6.6453	-0.33408	0.74634	0.85224	-6.9229
IL16	-0.041704	4.7918	-0.33394	0.74644	0.85224	-6.9229
NCAM1	0.040929	5.1588	0.33389	0.74648	0.85224	-6.9229
HUS1	0.049494	4.6167	0.33361	0.74669	0.85237	-6.9231
TOM1L1	0.031393	2.9737	0.33328	0.74693	0.85248	-6.9232
EWSR1	0.073618	7.6768	0.3332	0.74699	0.85248	-6.9232
BMP4	0.024715	5.1588	0.33206	0.74782	0.85325	-6.9236
CECR7	-0.046798	7.162	-0.332	0.74786	0.85325	-6.9236
IL12B	0.029841	3.3155	0.33186	0.74796	0.85326	-6.9237
N4BP2L2-IT2	0.027673	4.5718	0.33153	0.7482	0.85342	-6.9238
GPR15	0.032064	6.9295	0.33094	0.74863	0.8538	-6.924
GSAP	-0.079075	7.5962	-0.33062	0.74887	0.85395	-6.9241
SLC25A20	-0.042056	5.0002	-0.32966	0.74957	0.85464	-6.9245
LTN1	-0.051981	4.5757	-0.32858	0.75035	0.85542	-6.9249
RASSF9	-0.032598	3.064	-0.32811	0.7507	0.8557	-6.925
COL18A1	-0.04476	5.0304	-0.32781	0.75092	0.85584	-6.9251
MS4A1	-0.03416	4.0908	-0.32759	0.75108	0.85589	-6.9252
SCN2A	-0.035266	2.7496	-0.32748	0.75116	0.85589	-6.9253
ERCC8	0.03515	5.8123	0.327	0.75151	0.85607	-6.9254
DAAM2	0.031551	6.118	0.32698	0.75152	0.85607	-6.9254
GUCA2B	-0.042421	6.2525	-0.32669	0.75173	0.85614	-6.9255
FUT7	-0.028449	6.5852	-0.32663	0.75178	0.85614	-6.9256
GAP43	0.027377	5.5985	0.32609	0.75217	0.8564	-6.9258
AKAP6	0.047616	4.4894	0.32605	0.7522	0.8564	-6.9258
SLC30A9	0.11614	5.9342	0.32577	0.75241	0.85652	-6.9259
DCC	-0.024074	2.4873	-0.32517	0.75285	0.85684	-6.9261
CALML3	-0.043709	5.0658	-0.32497	0.75299	0.85684	-6.9262
ECD	-0.0612	6.928	-0.32497	0.75299	0.85684	-6.9262
CNTNAP2	-0.023895	6.2865	-0.32479	0.75313	0.85688	-6.9262
ANXA4	0.14807	8.877	0.32363	0.75397	0.85765	-6.9266
SLC17A2	-0.035109	3.4366	-0.3236	0.754	0.85765	-6.9266
ARHGAP44	0.031567	4.2896	0.32327	0.75424	0.85781	-6.9268
EIF3M	0.056158	8.5129	0.32247	0.75482	0.85836	-6.927
AVPR1B	-0.034472	6.3445	-0.32224	0.75499	0.85843	-6.9271
LPIN2	0.035576	7.2364	0.32206	0.75512	0.85847	-6.9272
DDX10	0.061641	5.9182	0.32131	0.75567	0.85898	-6.9275
LOC100506699	-0.024485	4.2204	-0.3209	0.75597	0.85918	-6.9276
STX5	0.030645	6.6574	0.3208	0.75604	0.85918	-6.9276
ARL3	-0.030697	4.2212	-0.32015	0.75652	0.85961	-6.9279
HDAC2	-0.062846	8.1502	-0.32	0.75663	0.85962	-6.9279
PLCL1	-0.10782	3.4566	-0.3195	0.757	0.85962	-6.9281
SLC5A1	0.031346	4.4196	0.31949	0.757	0.85962	-6.9281
APLP1	-0.029009	6.2619	-0.31948	0.75701	0.85962	-6.9281
ZPBP	-0.029124	2.7602	-0.31946	0.75702	0.85962	-6.9281
FABP6	0.031894	5.0941	0.31909	0.75729	0.85981	-6.9282
POM121	-0.068006	7.6859	-0.31885	0.75747	0.85989	-6.9283
RBMXL2	-0.028086	5.5204	-0.31858	0.75767	0.86001	-6.9284
RANBP3	0.033304	7.1856	0.31758	0.7584	0.86067	-6.9288
CHRNB2	0.042401	7.374	0.31752	0.75845	0.86067	-6.9288
DAP3	0.052005	5.4286	0.31578	0.75972	0.86199	-6.9294
FCHSD2	0.097628	6.7601	0.31536	0.76003	0.86209	-6.9295
UVRAG	-0.093708	6.8413	-0.3153	0.76007	0.86209	-6.9295
CRLF3	-0.064004	8.2273	-0.31525	0.76011	0.86209	-6.9296
CDK5R1	0.033761	6.3234	0.31495	0.76033	0.86223	-6.9297
SEMA4F	0.027283	6.1188	0.31466	0.76054	0.86226	-6.9298
ITGA3	0.02785	6.5041	0.31465	0.76055	0.86226	-6.9298
OVOL1	0.028055	6.8715	0.3139	0.7611	0.86276	-6.93
SPTB	-0.028601	6.1531	-0.3128	0.76191	0.86357	-6.9304
KIAA1467	-0.046317	4.538	-0.3119	0.76257	0.8642	-6.9307
PENK	-0.03061	3.009	-0.31161	0.76278	0.86424	-6.9308
SERPINB10	0.033784	2.5561	0.31158	0.7628	0.86424	-6.9308
TMEM131	-0.06478	7.528	-0.31121	0.76307	0.86443	-6.931
ZFP37	0.025774	3.4734	0.31009	0.76389	0.86525	-6.9313
CA2	-0.11093	4.6247	-0.30973	0.76416	0.86544	-6.9315
CCNC	-0.055379	5.5966	-0.30916	0.76458	0.86569	-6.9316
PTPN1	0.062837	7.5096	0.30915	0.76459	0.86569	-6.9317
DMC1	0.024304	2.0673	0.30896	0.76472	0.86569	-6.9317
ANXA3	0.045361	2.4629	0.30888	0.76478	0.86569	-6.9317
SLC18A1	0.029023	3.0905	0.30784	0.76555	0.86638	-6.9321
TRAF5	0.069998	4.3769	0.30779	0.76559	0.86638	-6.9321
BCL7B	0.042466	8.2364	0.30713	0.76607	0.86664	-6.9323
ARHGAP33	0.031192	6.3852	0.30709	0.7661	0.86664	-6.9323
ESRRB	-0.036809	5.5169	-0.30706	0.76612	0.86664	-6.9324
PRRC1	0.030887	4.8125	0.30622	0.76674	0.86722	-6.9326
EIF1AX	0.067114	7.7364	0.30588	0.76699	0.86737	-6.9328
FLT4	0.035727	5.7165	0.30577	0.76707	0.86737	-6.9328
RFTN1	-0.13882	7.516	-0.30555	0.76723	0.86744	-6.9329
DLG2	0.030247	2.5569	0.30537	0.76736	0.86747	-6.9329
PANK3	0.066916	5.6165	0.30454	0.76798	0.86805	-6.9332
MOXD1	0.022396	4.3037	0.30363	0.76865	0.86861	-6.9335
PTPN21	-0.033754	4.2362	-0.3036	0.76867	0.86861	-6.9335
SPTLC1	0.06329	9.2014	0.30331	0.76888	0.86873	-6.9336
SMCHD1	-0.094366	4.7533	-0.30273	0.76931	0.8691	-6.9338
UQCRB	-0.043671	9.4373	-0.30211	0.76977	0.8695	-6.934
RASAL2	-0.03577	2.6	-0.30136	0.77032	0.87001	-6.9343
DAG1	-0.053362	6.1575	-0.30101	0.77058	0.87012	-6.9344
JPH3	0.031688	5.6276	0.30086	0.77069	0.87012	-6.9344
SEC23B	0.043955	3.0538	0.30083	0.77071	0.87012	-6.9344
PBX3	0.099106	7.3206	0.30011	0.77124	0.8706	-6.9347
PTH	-0.027318	3.1715	-0.2996	0.77162	0.87091	-6.9348
SLC4A4	0.027387	2.8837	0.29891	0.77213	0.87135	-6.9351
ACTC1	0.025805	4.706	0.2988	0.77221	0.87135	-6.9351
PRTN3	0.026322	6.2662	0.29833	0.77256	0.87155	-6.9353
SLC35A3	-0.043821	7.3977	-0.29821	0.77264	0.87155	-6.9353
KCNS3	-0.028377	2.5988	-0.29815	0.77269	0.87155	-6.9353
BRPF1	-0.023243	6.3692	-0.29746	0.7732	0.87201	-6.9355
VAMP3	0.030948	8.2385	0.29725	0.77335	0.87207	-6.9356
SUZ12	0.055199	5.9059	0.29695	0.77357	0.8722	-6.9357
PPP1R3C	-0.027843	2.9299	-0.29629	0.77406	0.87255	-6.9359
ALDH1L1	0.022237	6.2207	0.29626	0.77408	0.87255	-6.9359
FGF6	0.032336	5.1077	0.29605	0.77424	0.87261	-6.936
IL17RA	-0.05392	8.3218	-0.29569	0.7745	0.8728	-6.9361
MAN1C1	0.025403	5.6895	0.29459	0.77532	0.8736	-6.9365
PXDN	0.031817	4.4911	0.29426	0.77556	0.87361	-6.9366
GRM2	-0.036692	7.6622	-0.29408	0.77569	0.87361	-6.9366
LINC01314	0.028275	3.961	0.29407	0.7757	0.87361	-6.9366
SPCS2	-0.053698	9.1992	-0.29403	0.77573	0.87361	-6.9366
TMEM30B	0.020667	3.3169	0.29229	0.77702	0.87476	-6.9372
KRT12	0.03055	2.7789	0.29226	0.77703	0.87476	-6.9372
NPFF	-0.023666	5.432	-0.29211	0.77715	0.87476	-6.9373
KISS1	0.027939	5.5339	0.2921	0.77716	0.87476	-6.9373
IFNW1	0.035931	4.743	0.2915	0.77759	0.87508	-6.9375
MEGF9	0.10152	7.2609	0.29144	0.77764	0.87508	-6.9375
NAALADL1	-0.03186	6.294	-0.29109	0.7779	0.87525	-6.9376
IL12RB2	0.023996	3.1221	0.29083	0.77809	0.87535	-6.9377
GRB7	0.029169	6.8782	0.29033	0.77846	0.87565	-6.9378
DFFB	-0.036678	4.4406	-0.28976	0.77888	0.87601	-6.938
IL9	0.029775	3.8681	0.28915	0.77934	0.87633	-6.9382
TRIM31	0.030673	4.5642	0.28911	0.77937	0.87633	-6.9382
NPPB	0.035847	6.248	0.28884	0.77957	0.87644	-6.9383
RHO	0.032653	5.0334	0.28861	0.77973	0.87646	-6.9384
SQSTM1	-0.057042	10.072	-0.28841	0.77989	0.87646	-6.9384
KCNAB1	-0.032842	2.684	-0.2884	0.77989	0.87646	-6.9384
GATA2	0.024362	5.967	0.28826	0.78	0.87647	-6.9385
CYP4B1	-0.031099	8.0786	-0.28769	0.78042	0.87682	-6.9387
HK3	-0.050175	7.6531	-0.28657	0.78125	0.87764	-6.939
KCNH2	0.022651	5.6227	0.28608	0.78161	0.87783	-6.9392
IGLV1-44	0.023001	3.5601	0.28607	0.78162	0.87783	-6.9392
COL14A1	0.023382	4.7191	0.2854	0.78211	0.87827	-6.9394
ACAT2	-0.052784	5.0187	-0.28493	0.78246	0.87855	-6.9395
TM4SF5	-0.021351	6.2283	-0.28439	0.78286	0.87888	-6.9397
HSD17B3	-0.025227	4.3453	-0.28412	0.78306	0.87898	-6.9398
NPAS3	-0.023696	3.8716	-0.284	0.78315	0.87898	-6.9398
UPF3A	-0.087258	7.8168	-0.28352	0.78351	0.87926	-6.94
CKMT2	-0.033074	3.4151	-0.28323	0.78372	0.87939	-6.9401
STX7	-0.059616	7.8675	-0.28295	0.78392	0.8795	-6.9402
LOC643733	-0.020827	2.6474	-0.28271	0.7841	0.87953	-6.9402
ZNF318	-0.098145	5.7117	-0.28264	0.78415	0.87953	-6.9402
PURA	-0.050951	6.1189	-0.28207	0.78458	0.8799	-6.9404
ETV5	0.052347	5.6637	0.28149	0.78501	0.88017	-6.9406
GLP1R	-0.032389	5.2629	-0.28146	0.78503	0.88017	-6.9406
NR0B1	0.026661	2.9056	0.28101	0.78536	0.88034	-6.9408
CAMP	-0.028734	6.1761	-0.28088	0.78546	0.88034	-6.9408
HSF2	0.064333	4.9708	0.28071	0.78559	0.88034	-6.9408
NME6	-0.050392	5.2448	-0.28071	0.78559	0.88034	-6.9408
ALX1	0.026869	3.8251	0.28046	0.78577	0.88043	-6.9409
PTPRF	-0.022032	3.5661	-0.28031	0.78589	0.88045	-6.941
RASGRP3	0.076165	7.7389	0.28002	0.7861	0.88057	-6.9411
AHSA1	0.099357	8.4447	0.27981	0.78625	0.88063	-6.9411
GYPB	-0.024304	4.8483	-0.27961	0.7864	0.88068	-6.9412
PTPRK	0.023204	4.2673	0.27903	0.78684	0.88104	-6.9414
NCAM2	0.026868	2.3695	0.27891	0.78693	0.88104	-6.9414
CCIN	-0.027134	3.8434	-0.2784	0.7873	0.88135	-6.9416
CD19	-0.022155	5.75	-0.27811	0.78752	0.88138	-6.9416
CCKAR	-0.046089	6.1578	-0.27797	0.78762	0.88138	-6.9417
YIPF6	-0.033435	4.6863	-0.27795	0.78764	0.88138	-6.9417
SOCS1	0.032833	5.812	0.27779	0.78776	0.8814	-6.9417
ZNF749	0.026785	2.5675	0.27721	0.78819	0.88172	-6.9419
APOOL	0.025518	2.7874	0.27712	0.78825	0.88172	-6.9419
RCVRN	-0.029702	6.8819	-0.27634	0.78883	0.88219	-6.9422
MAGEC1	-0.028724	4.0855	-0.27607	0.78903	0.88219	-6.9423
KCNJ8	0.025398	3.5764	0.27588	0.78918	0.88219	-6.9423
SLC25A26	0.028797	4.4596	0.27587	0.78918	0.88219	-6.9423
GNB1	-0.036291	8.6956	-0.27587	0.78918	0.88219	-6.9423
PPRC1	-0.03941	5.5282	-0.27546	0.78949	0.88242	-6.9424
AURKC	-0.023713	7.2237	-0.27492	0.78989	0.88275	-6.9426
RUSC2	-0.030932	7.64	-0.27449	0.79021	0.88299	-6.9427
CD180	-0.084316	7.2673	-0.27376	0.79075	0.88348	-6.943
FBXL4	-0.043292	2.587	-0.27363	0.79085	0.88348	-6.943
ICE1	0.074184	6.5365	0.2734	0.79102	0.88355	-6.9431
REG1P	0.026312	3.4841	0.27289	0.7914	0.88386	-6.9432
COL1A1	-0.035365	7.1775	-0.27178	0.79222	0.88462	-6.9436
C10orf10	0.020476	4.8717	0.27165	0.79232	0.88462	-6.9436
CCL19	0.032056	4.7109	0.27157	0.79238	0.88462	-6.9436
UGT2B11	0.026341	2.5193	0.27088	0.79289	0.88503	-6.9438
FAF2	0.069947	5.9485	0.27076	0.79298	0.88503	-6.9439
EPYC	-0.020597	2.1328	-0.27066	0.79306	0.88503	-6.9439
ANKRD17	-0.075022	7.1061	-0.27041	0.79324	0.88512	-6.944
CCP110	-0.031999	3.2077	-0.26973	0.79375	0.88557	-6.9442
EFCAB11	0.024888	4.77	0.26918	0.79416	0.88585	-6.9443
INSL3	-0.025415	7.5272	-0.26903	0.79427	0.88585	-6.9444
FAM8A1	0.052134	5.2482	0.26898	0.79431	0.88585	-6.9444
CBLB	0.10158	7.2272	0.26871	0.79451	0.88591	-6.9445
NHLH2	0.024007	2.6836	0.26863	0.79457	0.88591	-6.9445
ACACB	-0.030679	5.0347	-0.26799	0.79504	0.88633	-6.9447
FOXN2	-0.040297	3.7438	-0.26771	0.79525	0.88644	-6.9448
IREB2	-0.03676	4.3874	-0.26703	0.79576	0.88674	-6.945
P2RY2	-0.034962	5.0827	-0.26696	0.79581	0.88674	-6.945
ATP5F1	-0.024919	3.4052	-0.2669	0.79586	0.88674	-6.945
L3MBTL1	-0.02412	2.7321	-0.26681	0.79592	0.88674	-6.945
GPR143	-0.021795	5.865	-0.26611	0.79644	0.8872	-6.9452
COL13A1	0.021793	4.3767	0.26517	0.79714	0.88781	-6.9455
WASF1	0.037539	3.0645	0.26509	0.7972	0.88781	-6.9455
MAT1A	0.024841	6.5424	0.26475	0.79746	0.88799	-6.9456
DHRS2	0.032545	5.7151	0.2646	0.79757	0.88799	-6.9457
BMPR2	0.031664	2.9458	0.26437	0.79774	0.88807	-6.9457
RNF8	0.027661	5.4731	0.26398	0.79803	0.88828	-6.9458
WISP1	0.021988	3.5079	0.26275	0.79894	0.88918	-6.9462
KRT32	0.025807	6.1909	0.26254	0.79911	0.88925	-6.9463
MEF2D	0.032058	7.9531	0.26232	0.79927	0.88932	-6.9463
MYOG	-0.025258	7.1776	-0.26203	0.79948	0.88944	-6.9464
DNAH17	0.030061	5.0399	0.26176	0.79968	0.88954	-6.9465
HIST1H1C	-0.067831	5.1971	-0.26105	0.80022	0.88984	-6.9467
MYO1B	-0.029051	3.2881	-0.26097	0.80028	0.88984	-6.9467
DDX6	0.027841	4.156	0.26089	0.80033	0.88984	-6.9467
CNOT2	0.064884	6.985	0.26086	0.80036	0.88984	-6.9467
C1QL1	-0.032119	7.7638	-0.2603	0.80078	0.88995	-6.9469
KLHL35	-0.043318	6.0347	-0.26025	0.80082	0.88995	-6.9469
SEMA4D	-0.03623	6.1113	-0.26011	0.80092	0.88995	-6.947
LRBA	-0.055595	5.5004	-0.26009	0.80093	0.88995	-6.947
HAS2	0.029855	3.8221	0.26003	0.80098	0.88995	-6.947
UNC50	-0.043828	6.484	-0.25988	0.80109	0.88996	-6.947
SARM1	-0.033952	3.3268	-0.25951	0.80137	0.88996	-6.9471
SS18L1	-0.05453	4.7067	-0.25942	0.80144	0.88996	-6.9472
LPAR2	0.024377	8.0929	0.25941	0.80144	0.88996	-6.9472
IL18RAP	0.024186	3.9323	0.25923	0.80158	0.88996	-6.9472
NDUFS4	0.057909	7.4301	0.25907	0.80169	0.88996	-6.9473
ASTN1	0.029132	2.6523	0.25905	0.80171	0.88996	-6.9473
HSPB2	-0.028447	6.5133	-0.25885	0.80186	0.89	-6.9473
SNRPF	-0.072981	7.1528	-0.25866	0.802	0.89	-6.9474
SCRG1	-0.023097	2.9203	-0.25859	0.80205	0.89	-6.9474
TTPA	0.023137	2.8417	0.25814	0.80238	0.89025	-6.9475
FCGR2B	0.055372	7.0748	0.25771	0.80271	0.8905	-6.9476
UBXN4	-0.048132	8.3628	-0.25746	0.8029	0.89059	-6.9477
GP1BA	-0.028321	4.7678	-0.257	0.80324	0.8908	-6.9478
FXR2	0.025013	6.9206	0.25693	0.80329	0.8908	-6.9479
NKX2-5	-0.026041	5.7193	-0.25618	0.80386	0.8911	-6.9481
ADRB3	-0.026214	4	-0.25607	0.80393	0.8911	-6.9481
KLK2	0.022681	4.6339	0.25602	0.80397	0.8911	-6.9481
SLC29A2	0.022264	6.231	0.25575	0.80417	0.8911	-6.9482
ICA1	-0.025151	5.5081	-0.25572	0.8042	0.8911	-6.9482
GPR39	-0.038814	5.9976	-0.25571	0.8042	0.8911	-6.9482
GRAP	-0.030904	5.6328	-0.2556	0.80429	0.8911	-6.9482
S100G	0.020506	4.1429	0.25539	0.80444	0.89113	-6.9483
PDE6A	-0.021101	4.7953	-0.25519	0.8046	0.89113	-6.9484
TBX6	-0.028697	6.0786	-0.25515	0.80462	0.89113	-6.9484
METTL1	0.034355	6.8278	0.25462	0.80502	0.89146	-6.9485
SCNN1D	-0.028292	7.3089	-0.2541	0.8054	0.89177	-6.9487
RBM12	-0.023779	4.3185	-0.25334	0.80598	0.89229	-6.9489
S1PR4	-0.039852	6.5393	-0.25269	0.80646	0.89271	-6.9491
THY1	0.04245	6.2433	0.25221	0.80682	0.89292	-6.9492
RPL15	-0.038536	9.5514	-0.25216	0.80686	0.89292	-6.9492
